,AudioFile,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,MeanUnvoicedSegmentLength,MeanVoicedSegmentLengthSec,StddevUnvoicedSegmentLength,StddevVoicedSegmentLengthSec,VoicedSegmentsPerSec,alphaRatioUV_sma3nz_amean,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,class,equivalentSoundLevel_dBp,hammarbergIndexUV_sma3nz_amean,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,loudnessPeaksPerSec,loudness_sma3_amean,loudness_sma3_meanFallingSlope,loudness_sma3_meanRisingSlope,loudness_sma3_pctlrange0-2,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_stddevFallingSlope,loudness_sma3_stddevNorm,loudness_sma3_stddevRisingSlope,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,name,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxUV_sma3nz_amean,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm
0,sample.wav,2.713700e+001,1.462861e+002,2.482206e+002,6.468887e+000,2.340474e+001,2.614836e+001,2.987363e+001,2.188098e+002,2.007360e-001,5.565988e+002,-7.992567e+001,-1.203973e+000,1.524064e+003,2.358184e-001,6.944046e+002,3.750503e-001,-7.927576e+001,-1.172529e+000,1.192915e+003,3.294125e-001,1.577620e+003,1.692317e-001,-8.229355e+001,-1.100228e+000,9.538998e+002,4.082081e-001,2.518186e+003,9.653183e-002,4.167650e+000,6.646265e-001,1.200649e-001,1.851266e-001,8.010136e-002,1.417867e-001,3.100471e+000,-6.154584e-001,-7.105799e+000,-8.795052e-001,"?
",-2.410623e+001,6.885029e+000,1.703689e+001,4.992980e-001,3.525323e-002,1.671798e+000,1.223838e+001,7.215387e-001,-3.712671e-001,-1.806762e+001,4.156048e+000,6.113957e-001,9.153501e+000,1.013839e+001,8.557294e-001,1.896477e-001,4.499453e-001,1.045377e+000,5.386400e+000,8.194113e-001,5.208011e+000,4.080902e+001,1.916653e-001,3.580918e+001,3.173748e-001,-2.888786e+001,-4.751787e-001,-3.008694e+001,-4.759902e-001,1.957057e+001,1.107295e+000,2.414477e+001,8.274553e-001,-2.431170e+001,-7.100500e-001,-2.454269e+001,-7.002872e-001,sample.wav,1.777085e+000,8.376702e-001,4.429169e-002,5.255130e-003,7.163270e-002,2.993544e-001,-1.869094e-002,-1.048172e+000,1.045480e-001,3.005771e-001,8.221623e-001,2.231005e-001,1.022551e+000
