name,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,class
NLX-1530815270923164729-1530815351645.wav,2.455296e+001,2.770450e-001,1.717957e+001,2.213300e+001,3.126628e+001,1.408672e+001,1.984988e+002,1.668228e+002,1.311054e+002,2.422093e+002,3.927564e-001,3.797143e-001,2.685701e-001,3.417882e-001,5.013285e-001,2.327583e-001,3.250420e+000,2.867586e+000,2.258344e+000,1.469929e+000,1.646561e-001,6.375042e-001,3.128074e+001,3.031972e-001,3.286466e-001,2.408071e+001,9.635667e+000,1.071107e+000,1.396656e+001,7.059906e-001,1.100179e-001,1.376352e+000,1.321690e+000,7.520662e-001,2.717929e+000,1.660347e+000,3.121517e+000,5.767802e+000,1.695669e+001,8.019377e-001,8.429747e+002,3.211428e-001,1.263775e+003,2.451338e-001,-1.802450e+001,-2.215277e+000,1.804070e+003,1.577818e-001,1.148538e+003,2.691568e-001,-2.297251e+001,-1.653401e+000,2.735509e+003,9.942660e-002,9.946093e+002,3.957174e-001,-2.745509e+001,-1.361885e+000,-1.323167e+001,-4.164219e-001,2.450458e+001,2.487016e-001,5.053021e-002,4.075801e-001,-5.502926e-003,-1.533029e+000,1.653237e-001,6.357049e-001,3.204752e+001,2.660528e-001,-5.790026e-002,-1.280413e+002,9.997462e+000,1.011388e+000,1.378709e+001,7.075479e-001,-8.636742e+000,1.761886e+001,5.361317e-002,-1.647446e-003,1.485320e-001,2.731512e+000,9.012016e-001,1.048519e+000,1.507622e+000,5.526315e-002,4.121425e-002,-3.724463e+001,"?
"
NLX-1530908511837228401-1530908518249.wav,2.774338e+001,2.139684e-001,2.394845e+001,2.687428e+001,2.813827e+001,4.189819e+000,9.762430e+001,6.026743e+001,7.457904e+001,5.370008e+001,5.656868e-001,9.190266e-001,2.744169e-001,3.681873e-001,6.734479e-001,3.990310e-001,9.113988e+000,6.372843e+000,5.769570e+000,3.605087e+000,3.846521e-001,1.448331e+000,2.760951e+001,5.906538e-001,-9.712303e+000,-1.439567e+000,-7.324869e+000,-1.667766e+000,-4.796538e+000,-2.511102e+000,4.858443e-002,1.265068e+000,1.655937e+000,7.181641e-001,9.091344e-001,4.730976e+000,-2.125052e+000,-5.135770e+000,1.504473e+001,1.008924e+000,6.514808e+002,4.229455e-001,1.308995e+003,2.062430e-001,-2.365253e+001,-2.675534e+000,1.614277e+003,1.904022e-001,1.077125e+003,2.037821e-001,-2.720680e+001,-2.145617e+000,2.639510e+003,1.418326e-001,9.687556e+002,2.929853e-001,-3.599547e+001,-1.533977e+000,-7.358292e+000,-1.240682e+000,1.999283e+001,6.327980e-001,8.805120e-002,3.648101e-001,-7.046758e-003,-1.687553e+000,4.235771e-001,1.384205e+000,2.919451e+001,5.429843e-001,-9.204703e+000,-1.511001e+000,-7.076944e+000,-1.803346e+000,-4.406133e+000,-2.805813e+000,-4.778087e-001,1.009624e+001,8.878931e-002,-1.691912e-003,1.324085e-001,2.474227e+000,1.666667e+000,5.200000e-001,3.903844e-001,8.600000e-002,2.576820e-002,-2.716630e+001,"?
"
NLX-1531604749908317375-1531604762770.wav,2.588540e+001,3.108081e-001,2.299528e+001,2.377045e+001,2.473184e+001,1.736567e+000,7.697073e+001,6.301732e+001,1.049202e+002,9.461614e+001,1.359219e-001,1.442818e+000,3.820899e-002,4.027380e-002,2.173755e-001,1.791665e-001,4.986349e+000,3.310182e+000,4.090971e+000,1.854804e+000,5.060114e-002,2.182117e+000,1.754013e+001,5.710817e-001,-1.139606e+000,-6.303871e+000,7.494839e+000,1.018547e+000,4.259825e-001,1.804478e+001,4.221003e-002,1.321955e+000,1.965146e+000,6.297604e-001,1.573341e+000,2.309757e+000,2.482947e+000,3.052456e+000,1.836954e+001,6.669339e-001,7.913768e+002,4.216933e-001,1.140884e+003,2.289071e-001,-1.648555e+002,-4.528069e-001,1.797904e+003,1.744978e-001,8.647193e+002,3.104583e-001,-1.654353e+002,-4.370403e-001,2.856979e+003,1.395379e-001,7.818636e+002,4.161493e-001,-1.664500e+002,-4.221780e-001,-9.441671e+000,-1.082526e+000,1.837452e+001,5.973280e-001,6.144772e-002,4.735962e-001,-1.599136e-002,-9.486598e-001,2.213436e-001,7.137285e-001,2.489297e+001,7.361873e-001,2.538287e+000,5.373237e+000,6.594330e+000,2.113990e+000,-3.253677e+000,-4.130347e+000,-7.592377e+000,1.735599e+001,4.712898e-003,3.057801e-003,1.149967e-002,1.404213e+000,7.056451e-001,2.571428e-001,2.971635e-001,9.962500e-001,1.961536e+000,-4.360032e+001,"?
"
NLX-1531604767418466520-1531604803936.wav,2.533457e+001,3.843261e-001,2.114126e+001,2.259689e+001,2.440427e+001,3.263008e+000,3.666793e+002,5.381776e+002,6.606577e+001,4.004005e+001,8.983675e-002,1.330658e+000,3.789352e-002,3.976994e-002,6.610183e-002,2.820831e-002,3.057851e+000,2.851650e+000,3.119988e+000,2.701854e+000,2.220584e-002,1.988096e+000,1.658879e+001,5.085303e-001,-8.306606e-001,-6.717657e+000,8.877852e+000,7.251482e-001,2.329877e+000,2.885399e+000,4.705441e-002,1.225352e+000,1.682116e+000,7.787647e-001,9.631870e-001,3.794286e+000,-6.019281e-001,-2.305015e+001,1.346871e+001,1.358523e+000,6.802568e+002,4.420770e-001,1.195394e+003,2.925179e-001,-1.769569e+002,-3.563562e-001,1.718909e+003,1.779245e-001,9.086863e+002,3.122256e-001,-1.759458e+002,-3.552222e-001,2.693687e+003,1.354551e-001,9.800276e+002,5.180218e-001,-1.756735e+002,-3.552395e-001,-8.593330e+000,-1.089690e+000,1.385289e+001,7.173766e-001,5.721656e-002,4.165048e-001,-1.273557e-002,-9.854181e-001,1.084363e-001,5.220184e-001,2.155907e+001,7.637632e-001,3.368099e+000,2.134573e+000,1.248461e+001,9.847007e-001,7.192906e+000,1.712096e+000,-7.787745e+000,1.717761e+001,2.290259e-003,2.607900e-003,8.872813e-003,9.963468e-001,7.984032e-001,1.579167e-001,1.207952e-001,1.073750e+000,3.875316e+000,-5.122712e+001,"?
"
NLX-1531753492778882645-1531753481109.wav,2.150409e+001,1.344750e-001,2.048115e+001,2.069978e+001,2.188851e+001,1.407362e+000,9.343845e+001,6.895654e+001,7.490131e+001,1.434027e+002,6.879035e-001,5.497573e-001,3.290617e-001,6.242517e-001,9.691078e-001,6.400461e-001,8.167776e+000,5.170540e+000,6.477239e+000,4.303080e+000,4.762683e-001,7.790053e-001,2.682089e+001,3.928531e-001,7.673895e+000,1.609304e+000,1.407117e+001,9.572546e-001,1.798844e+001,7.657663e-001,4.780192e-002,1.482735e+000,1.084713e+000,7.322358e-001,3.185999e+000,8.787755e-001,7.313146e+000,3.804076e+000,1.059424e+001,1.813025e+000,8.358747e+002,3.822120e-001,1.125459e+003,2.441330e-001,-2.440159e+001,-8.051814e-001,1.842649e+003,1.975355e-001,9.832275e+002,2.478082e-001,-3.041268e+001,-5.619313e-001,2.909938e+003,1.268960e-001,9.298177e+002,3.784169e-001,-3.756229e+001,-3.921379e-001,-1.967909e+001,-4.164513e-001,3.176888e+001,2.742813e-001,-6.655262e-002,-7.461693e-001,-5.420303e-003,-2.120712e+000,4.774776e-001,7.806911e-001,2.692163e+001,3.925306e-001,7.704048e+000,1.590016e+000,1.402960e+001,9.658034e-001,1.793323e+001,7.721906e-001,-1.552969e+001,2.445181e+001,-8.961574e-002,-4.888823e-003,6.371500e-001,3.084577e+000,3.003003e-001,3.296666e+000,2.274560e+000,2.500000e-002,5.000000e-003,-2.771107e+001,"?
"
NLX-1531753520754667841-1531753533084.wav,2.253860e+001,1.901826e-001,2.055897e+001,2.079448e+001,2.292782e+001,2.368856e+000,1.012408e+002,1.408348e+002,5.108611e+001,5.101571e+001,6.636305e-001,5.082403e-001,3.545979e-001,5.986366e-001,9.336433e-001,5.790455e-001,5.969314e+000,4.099628e+000,4.597774e+000,3.411515e+000,3.213143e-001,7.790744e-001,2.848363e+001,3.760070e-001,1.034614e+001,1.160447e+000,1.522339e+001,8.363112e-001,1.854559e+001,6.107742e-001,4.470592e-002,1.875363e+000,8.687217e-001,7.707459e-001,3.732832e+000,6.652121e-001,9.161279e+000,2.976268e+000,1.536303e+001,1.363148e+000,8.276397e+002,3.639165e-001,1.141788e+003,2.608185e-001,-2.461954e+001,-8.146861e-001,1.857229e+003,1.837886e-001,9.674943e+002,3.356070e-001,-3.169089e+001,-5.718486e-001,2.935620e+003,1.213247e-001,8.460190e+002,4.223476e-001,-3.879689e+001,-4.185694e-001,-2.060948e+001,-3.599501e-001,3.268725e+001,2.638604e-001,-5.861772e-002,-8.072574e-001,-4.991766e-003,-2.242475e+000,3.130279e-001,6.873135e-001,2.856061e+001,3.753984e-001,1.037572e+001,1.157871e+000,1.524464e+001,8.382634e-001,1.851157e+001,6.142355e-001,-2.018647e+001,3.215119e+001,-1.169126e-001,1.240669e-003,1.512870e+000,2.598268e+000,6.675567e-002,1.486000e+001,1.407000e+001,2.100000e-001,0.000000e+000,-2.748039e+001,"?
"
NLX-1531965124748368805-1531965140147.wav,3.044103e+001,2.690153e-001,2.187432e+001,3.336029e+001,3.448318e+001,1.260886e+001,2.882885e+002,1.981952e+002,1.046671e+002,1.041711e+002,2.349095e-001,7.835693e-001,1.205032e-001,1.466450e-001,3.164395e-001,1.959363e-001,3.819282e+000,2.423908e+000,2.481712e+000,1.494947e+000,1.021813e-001,1.439944e+000,1.381773e+001,1.092620e+000,1.265373e+001,9.076455e-001,-1.253517e+000,-9.743146e+000,-2.928978e+000,-4.378787e+000,7.992704e-002,1.510831e+000,1.866214e+000,6.200910e-001,2.400092e+000,2.059935e+000,7.996691e+000,1.875673e+000,3.166665e+001,4.492783e-001,6.384583e+002,3.435056e-001,1.306074e+003,2.182024e-001,-1.404404e+002,-6.367320e-001,1.709389e+003,2.111998e-001,9.807009e+002,3.099175e-001,-1.410505e+002,-5.942445e-001,2.997296e+003,1.482950e-001,8.653304e+002,4.286326e-001,-1.444210e+002,-5.458400e-001,-1.701126e+001,-6.066157e-001,3.094506e+001,3.836989e-001,6.927486e-002,6.673123e-001,-1.924212e-002,-8.191666e-001,2.511752e-001,7.042382e-001,2.830412e+001,5.327259e-001,1.656251e+001,7.744720e-001,-5.120380e+000,-3.551383e+000,-1.376592e+001,-1.136215e+000,-4.201292e+000,1.152586e+001,3.651129e-002,8.404448e-005,2.907917e-002,1.592040e+000,1.100000e+000,2.909091e-001,2.628672e-001,5.963636e-001,8.142958e-001,-3.933159e+001,"?
"
NLX-1531965153046661708-1531965194975.wav,2.882661e+001,2.894434e-001,1.938738e+001,3.218935e+001,3.346168e+001,1.407430e+001,3.364847e+002,3.888346e+002,1.479767e+002,1.430880e+002,2.658147e-001,8.031442e-001,1.193247e-001,1.456818e-001,4.210249e-001,3.017001e-001,3.193995e+000,2.417159e+000,2.561600e+000,1.921803e+000,1.337925e-001,1.249300e+000,1.759279e+001,8.356529e-001,1.241852e+001,9.639398e-001,4.047114e+000,3.228260e+000,-5.464006e+000,-2.801443e+000,6.757011e-002,1.682959e+000,1.850260e+000,6.099750e-001,2.316655e+000,1.950954e+000,2.957128e+000,7.703728e+000,2.725818e+001,6.564254e-001,6.593508e+002,3.864279e-001,1.293371e+003,1.909173e-001,-1.217488e+002,-7.715786e-001,1.795114e+003,2.172891e-001,9.557078e+002,4.303541e-001,-1.252880e+002,-6.934007e-001,2.918772e+003,1.277441e-001,8.921315e+002,4.568298e-001,-1.279843e+002,-6.535836e-001,-1.892673e+001,-5.290002e-001,2.984144e+001,3.609353e-001,6.155668e-002,8.757333e-001,-2.499290e-002,-6.721438e-001,2.694371e-001,6.575927e-001,2.898861e+001,4.636713e-001,1.590263e+001,7.998987e-001,3.982973e+000,4.460407e+000,-1.522522e+001,-1.195540e+000,-5.916330e+000,1.339806e+001,3.589439e-002,-2.925181e-003,3.606560e-002,1.565623e+000,1.401869e+000,2.861905e-001,2.779941e-001,4.225000e-001,5.405079e-001,-3.775399e+001,"?
"
NLX-1532173475635235080-1532173486197.wav,3.697436e+001,2.421632e-001,3.252132e+001,3.426072e+001,3.954701e+001,7.025684e+000,1.724326e+002,8.919920e+001,1.721422e+002,1.228710e+002,5.276069e-001,9.123312e-001,1.468852e-001,3.064158e-001,8.464695e-001,6.995842e-001,1.002929e+001,6.277409e+000,7.354674e+000,3.725110e+000,3.853236e-001,1.388608e+000,1.773729e+001,1.044241e+000,3.593485e+000,3.556330e+000,-6.214488e+000,-2.428666e+000,-1.300725e+001,-1.116756e+000,6.640653e-002,1.444454e+000,1.628274e+000,7.940668e-001,5.438380e+000,1.075997e+000,7.484283e+000,1.257231e+000,2.417310e+001,7.086498e-001,6.590942e+002,3.863234e-001,1.135443e+003,3.028226e-001,-9.996462e+001,-9.126872e-001,1.651673e+003,1.611234e-001,9.555400e+002,3.405061e-001,-9.452745e+001,-8.925275e-001,2.857592e+003,1.436978e-001,8.994601e+002,4.835559e-001,-9.860692e+001,-8.076044e-001,-1.547387e+001,-8.432634e-001,2.659513e+001,6.227648e-001,6.799249e-002,6.466073e-001,-1.652599e-002,-7.573463e-001,5.660450e-001,1.044098e+000,2.431043e+001,8.452764e-001,8.053715e+000,1.679223e+000,-5.373776e+000,-3.261586e+000,-1.358161e+001,-1.284901e+000,-3.150010e+000,1.439237e+001,5.594845e-002,-4.261207e-003,9.995520e-002,2.714932e+000,2.752294e+000,2.091667e-001,1.731309e-001,1.975000e-001,3.380736e-001,-2.582180e+001,"?
"
NLX-1532173513658778138-1532173535784.wav,3.558849e+001,2.215496e-001,3.307106e+001,3.386142e+001,3.691686e+001,3.845798e+000,1.960075e+002,1.402543e+002,3.212569e+002,5.130624e+002,4.043471e-001,1.299132e+000,1.203057e-001,1.290422e-001,7.149042e-001,5.945985e-001,1.153688e+001,6.666802e+000,7.286178e+000,2.440683e+000,2.736333e-001,1.956929e+000,1.136367e+001,1.608428e+000,4.406245e+000,2.826748e+000,2.112733e+000,5.715621e+000,-5.683248e+000,-2.066229e+000,3.613612e-002,1.672423e+000,1.315218e+000,8.708753e-001,6.755555e+000,9.689900e-001,9.730011e+000,1.659677e+000,2.552687e+001,7.770030e-001,6.945453e+002,3.131528e-001,1.181735e+003,2.818881e-001,-1.548883e+002,-5.072078e-001,1.780136e+003,1.755435e-001,9.209218e+002,4.031111e-001,-1.513600e+002,-5.041173e-001,2.914834e+003,1.391815e-001,8.858818e+002,4.935286e-001,-1.528154e+002,-4.841790e-001,-1.858524e+001,-8.512157e-001,2.679400e+001,6.848415e-001,7.812741e-002,3.527954e-001,-2.128590e-002,-6.996357e-001,8.039708e-001,7.944395e-001,3.033027e+001,7.579470e-001,1.569162e+001,9.519634e-001,6.732014e+000,2.881167e+000,-6.434481e+000,-2.962319e+000,-8.222327e-001,8.433497e+000,6.051436e-002,2.222019e-003,5.931340e-002,1.293532e+000,1.100000e+000,2.536364e-001,1.797105e-001,7.722222e-001,1.639124e+000,-2.525378e+001,"?
"
NLX-1532173528561369257-1532173585473.wav,3.545772e+001,2.195604e-001,3.324823e+001,3.459628e+001,3.756682e+001,4.318584e+000,5.764603e+002,6.297143e+002,1.322506e+002,1.309583e+002,5.127538e-001,9.830906e-001,1.238387e-001,2.488679e-001,9.411150e-001,8.172763e-001,1.182598e+001,8.065176e+000,8.171226e+000,5.280373e+000,4.106712e-001,1.555548e+000,1.653274e+001,1.151188e+000,5.465038e+000,2.659392e+000,7.792277e+000,2.169354e+000,-5.365787e+000,-2.361819e+000,5.181416e-002,1.588259e+000,1.513428e+000,8.544744e-001,6.867581e+000,9.128907e-001,1.017812e+001,1.636102e+000,2.510044e+001,8.069692e-001,7.353035e+002,2.839167e-001,1.115622e+003,2.596233e-001,-1.248758e+002,-6.961077e-001,1.874211e+003,1.518111e-001,7.971197e+002,5.467741e-001,-1.233554e+002,-6.626392e-001,2.935523e+003,1.030762e-001,8.458029e+002,4.605599e-001,-1.246661e+002,-6.426142e-001,-1.998882e+001,-7.355328e-001,2.848582e+001,6.167122e-001,8.165661e-002,3.732324e-001,-2.306776e-002,-7.434539e-001,8.036734e-001,9.375201e-001,3.105086e+001,5.670758e-001,1.210245e+001,1.345090e+000,1.572285e+001,1.237981e+000,-6.300238e+000,-2.506243e+000,-5.150952e-001,7.465857e+000,6.581311e-002,1.853292e-003,7.731027e-002,2.431712e+000,1.935269e+000,2.284483e-001,2.120329e-001,2.812727e-001,4.615116e-001,-2.395785e+001,"?
"
NLX-1532278007079941834-1532278009002.wav,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,4.534450e-002,7.689916e-002,4.364321e-002,4.464148e-002,4.577295e-002,2.129741e-003,1.376300e-001,8.055269e-002,8.886643e-002,4.667077e-002,3.445941e-003,7.003735e-001,-2.201674e-001,-7.889279e+000,5.316247e+000,4.223115e-001,7.733535e-001,3.966435e+000,-1.135013e+000,-3.694599e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,-2.010000e+002,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,-2.010000e+002,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,-2.010000e+002,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,-7.782826e-001,8.043516e+000,1.329408e-001,6.039847e-003,3.541796e-003,6.849315e+000,0.000000e+000,0.000000e+000,0.000000e+000,6.700000e-001,0.000000e+000,-7.627390e+001,"?
"
NLX-1532278016829560228-1532278051589.wav,3.639783e+001,1.829118e-001,3.494205e+001,3.733826e+001,3.996922e+001,5.027168e+000,2.907975e+002,4.297589e+002,1.527549e+002,2.014350e+002,6.732268e-001,7.801687e-001,1.353450e-001,5.848536e-001,1.161553e+000,1.026208e+000,1.249648e+001,6.851011e+000,8.973880e+000,5.546261e+000,3.503737e-001,1.042960e+000,2.191680e+001,9.092235e-001,-1.889426e+000,-8.262967e+000,-1.062077e+001,-1.565652e+000,-1.979331e+001,-7.519020e-001,4.673333e-002,1.806426e+000,1.303590e+000,9.914345e-001,7.282201e+000,9.746473e-001,5.199183e+000,2.069067e+000,2.575777e+001,5.584791e-001,7.190612e+002,2.910829e-001,1.284765e+003,2.414938e-001,-6.831986e+001,-1.358855e+000,1.716736e+003,1.699991e-001,9.384442e+002,3.269801e-001,-7.028994e+001,-1.187983e+000,2.821045e+003,1.089928e-001,7.325424e+002,4.352938e-001,-7.586970e+001,-1.052719e+000,-1.479121e+001,-6.220055e-001,2.654561e+001,4.285657e-001,1.380894e-001,2.037017e-001,-2.946686e-002,-4.266641e-001,4.716417e-001,7.785640e-001,3.068209e+001,5.146186e-001,-3.837960e+000,-4.331121e+000,-1.333474e+001,-1.326983e+000,-2.404398e+001,-6.002806e-001,-1.789420e+000,8.574704e+000,1.432869e-001,-8.890638e-003,6.991027e-002,3.557181e+000,1.866045e+000,3.644643e-001,3.788890e-001,1.776596e-001,3.716394e-001,-2.839573e+001,"?
"
NLX-1532278153303841876-1532278165167.wav,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,1.979835e-003,2.308316e-002,1.939980e-003,1.979577e-003,2.018269e-003,7.828930e-005,3.107247e-003,1.567680e-003,2.783996e-003,1.342610e-003,1.838476e-005,7.414494e-002,-1.108187e+001,-8.192936e-002,4.985613e+000,2.654479e-001,-1.447327e+001,-1.414963e-001,1.895205e+001,1.371605e-001,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,-2.010000e+002,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,-2.010000e+002,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,-2.010000e+002,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,4.732127e+000,7.256408e-001,1.157084e-001,1.988735e-002,1.840566e-005,1.437126e+001,0.000000e+000,0.000000e+000,0.000000e+000,9.960000e+000,0.000000e+000,-8.714223e+001,"?
"
NLX-1532278165330832489-1532278199684.wav,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,1.985159e-003,2.196866e-002,1.947852e-003,1.985857e-003,2.020637e-003,7.278530e-005,3.058525e-003,1.500742e-003,2.787233e-003,1.420474e-003,1.835051e-005,6.632368e-002,-1.110819e+001,-8.192156e-002,4.818981e+000,3.013331e-001,-1.453095e+001,-1.406670e-001,1.895049e+001,1.364233e-001,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,-2.010000e+002,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,-2.010000e+002,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,-2.010000e+002,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,4.791415e+000,6.950635e-001,1.146783e-001,1.995138e-002,1.835751e-005,1.316489e+001,0.000000e+000,0.000000e+000,0.000000e+000,3.002000e+001,0.000000e+000,-8.714822e+001,"?
"
NLX-1532565891187442596-1532565902681.wav,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,1.982813e-003,2.528311e-002,1.945406e-003,1.982341e-003,2.016962e-003,7.155631e-005,2.752204e-003,1.435952e-003,2.736674e-003,1.919306e-003,1.846820e-005,7.173384e-002,-1.115916e+001,-8.516040e-002,4.852115e+000,3.018399e-001,-1.432055e+001,-1.421323e-001,1.912482e+001,1.365221e-001,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,-2.010000e+002,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,-2.010000e+002,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,-2.010000e+002,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,0.000000e+000,4.803811e+000,7.187904e-001,1.121943e-001,1.996551e-002,1.849238e-005,7.762097e+000,0.000000e+000,0.000000e+000,0.000000e+000,9.860000e+000,0.000000e+000,-8.714696e+001,"?
"
